"","Order","H","NH","SF","OF","NF","HWD","LWD","NCC","Season"
"88","oceanospirillales",68,24.3333333333333,28.3333333333333,32,15.5,10,30.6666666666667,5,"Budbreak"
"89","oligoflexales",8,0,1,8,3,1,0,1.5,"Budbreak"
"90","opitutales",1365.33333333333,1015.33333333333,1889.33333333333,1339.33333333333,1436,712.333333333333,356.333333333333,286,"Budbreak"
"91","orbales",1.5,1.5,2,1,2,1,0,0,"Budbreak"
"92","oscillatoriales",11,9.5,35,26.6666666666667,9.66666666666667,6.33333333333333,7.66666666666667,3,"Budbreak"
"93","pelagibacterales",5,0,5,20.5,0,3,2,0,"Budbreak"
"94","phycisphaerales",383,262,360,249.666666666667,314.333333333333,115.666666666667,78,56.3333333333333,"Budbreak"
"95","planctomycetales",1258,715.333333333333,1113,687.666666666667,688.666666666667,272.333333333333,234.666666666667,149.666666666667,"Budbreak"
"96","procabacteriales",4,0,3,5,0,0,0,0,"Budbreak"
"97","prochlorales",322.666666666667,122.666666666667,127,73.3333333333333,128,33,46.6666666666667,12.6666666666667,"Budbreak"
"98","pseudomonadales",1894.66666666667,1126.66666666667,1343,2603,918.333333333333,697,1240.33333333333,657,"Budbreak"
"99","puniceicoccales",6,0,6.5,3,2,1,0,1,"Budbreak"
"100","rhizobiales",3202.33333333333,2212,2832.66666666667,2075.33333333333,2517.33333333333,1460.66666666667,676.666666666667,522.666666666667,"Budbreak"
"101","rhodobacterales",74.6666666666667,51.6666666666667,39.6666666666667,75,38.6666666666667,37.3333333333333,28,16,"Budbreak"
"102","rhodocyclales",911.666666666667,443,513.333333333333,425,556.666666666667,302.333333333333,195.333333333333,188,"Budbreak"
"103","rhodospirillales",900.666666666667,964.666666666667,989.333333333333,888.666666666667,1328.33333333333,568.666666666667,222.333333333333,276.666666666667,"Budbreak"
"104","rickettsiales",75,47.6666666666667,74,54.3333333333333,34.6666666666667,30,14,5,"Budbreak"
"105","rubrobacterales",147.333333333333,90.6666666666667,155.333333333333,143.666666666667,96,33.3333333333333,18.6666666666667,22,"Budbreak"
"106","salinisphaerales",3.5,0,4,0,0,0,0,0,"Budbreak"
"107","selenomonadales",2,0,4.5,1,1,1,0,2,"Budbreak"
"108","silvanigrellales",5.66666666666667,5,6,0,5.5,5,1,1,"Budbreak"
"109","sneathiellales",2.5,1,1.5,7,4,2,0,1,"Budbreak"
"110","solibacterales",192.666666666667,119,163.666666666667,131.666666666667,175.333333333333,79,22.3333333333333,20.5,"Budbreak"
"111","solirubrobacterales",1093.66666666667,861,808,823.333333333333,407.666666666667,299.333333333333,336.333333333333,160.666666666667,"Budbreak"
"112","spartobacteria",104.333333333333,83.6666666666667,166.666666666667,92.6666666666667,88.3333333333333,42.3333333333333,17.3333333333333,14,"Budbreak"
"113","sphaerobacterales",51,37.3333333333333,47,37,16.3333333333333,10.3333333333333,4,5.33333333333333,"Budbreak"
"114","sphingobacteriales",6231.33333333333,7492,6529.33333333333,12585.6666666667,6494.33333333333,2697.66666666667,2327,2331.33333333333,"Budbreak"
"115","sphingomonadales",1759,1328.33333333333,1580,1453.66666666667,1537,787.333333333333,491.666666666667,656.666666666667,"Budbreak"
"116","spirochaetales",17,5.33333333333333,7.66666666666667,3.5,9.5,11.3333333333333,8,4.5,"Budbreak"
"117","synechococcales",22,33.6666666666667,31.6666666666667,18.6666666666667,16.3333333333333,11.3333333333333,6,6,"Budbreak"
"118","synergistales",5.66666666666667,2,6.66666666666667,3,4,1.5,1,1,"Budbreak"
"119","syneschococcales",14,13.6666666666667,33.3333333333333,17,30.3333333333333,5,12,2,"Budbreak"
"120","syntrophobacterales",706.666666666667,491,711.333333333333,407.333333333333,593,301.333333333333,222.333333333333,152.666666666667,"Budbreak"
"121","thermales",63.6666666666667,57,54.3333333333333,36.3333333333333,48,26,6.66666666666667,5,"Budbreak"
"122","thermoanaerobacterales",601.666666666667,319,492.333333333333,348.666666666667,424,153.333333333333,125.333333333333,88.3333333333333,"Budbreak"
"123","thermodesulfobacteriales",2,0,6,9,8,1,0,0,"Budbreak"
"124","thermoleophilales",222,175,160.333333333333,168.333333333333,76.6666666666667,62,62.3333333333333,26,"Budbreak"
"125","thermomicrobiales",24.6666666666667,7.33333333333333,20.3333333333333,14.3333333333333,4.33333333333333,5.5,1,2.5,"Budbreak"
"126","thiotrichales",35,26.3333333333333,25.3333333333333,20.6666666666667,54.3333333333333,16,4.5,4.66666666666667,"Budbreak"
"127","verrucomicrobiales",3058.33333333333,2508.66666666667,2913,1928.33333333333,2587.66666666667,1094.66666666667,487,499,"Budbreak"
"128","vibrionales",1,2,0,9,0,0,0,1,"Budbreak"
"129","xanthomonadales",2371.66666666667,1889,2524.33333333333,1661.66666666667,2536,1187,533,789.666666666667,"Budbreak"
"130","pasteurellales",0,1,0,0,0,2,21,0,"Budbreak"
"131","anaeroplasmatales",0,0,1,0,0,0,0,0,"Budbreak"
"132","deferribacterales",0,0,3,0,5,0,1,0,"Budbreak"
"133","natranaerobiales",0,0,6,0,0,0,0,0,"Budbreak"
"134","ardenticatenales",0,0,0,0,1,0,0,0,"Budbreak"
"135","chlorobiales",0,0,0,0,0,1.5,23.5,0,"Budbreak"
"136","parvularculales",0,0,0,0,0,1,0,0,"Budbreak"
"137","thermotogales",0,0,0,0,0,2,0,0,"Budbreak"
