"","Order","H","NH","SF","OF","NF","HWD","LWD","NCC","Season"
"120","kordiimonadales",0,1,0,7,7,0,0,0,"Veraison"
"121","mollicutes",0,9,1,22,22,0,0,0,"Veraison"
"122","natranaerobiales",0,2,33,0,0,0,0,2,"Veraison"
"123","sneathiellales",0,1,0,2,2,0,0,0,"Veraison"
"124","cardiobacteriales",0,0,8,1,1,0,0,0,"Veraison"
"125","deferribacterales",0,0,4,0,0,0,0,0,"Veraison"
"126","methylacidiphilales",0,0,1,0,0,0,0,0,"Veraison"
"127","thermolithobacterales",0,0,3,0,0,0,0,0,"Veraison"
"128","ardenticatenales",0,0,0,9,9,0,0,0,"Veraison"
"129","cellvibrionales",0,0,0,7,7,1,0,0,"Veraison"
"130","desulfurellales",0,0,0,3,3,0,7,0,"Veraison"
"131","pelagibacterales",0,0,0,9,9,2,0,0,"Veraison"
"132","parvularculales",0,0,0,0,0,1,3,0,"Veraison"
"133","salinisphaerales",0,0,0,0,0,4,0,0,"Veraison"
"134","cloacimonetes",0,0,0,0,0,0,1,1,"Veraison"
"135","nautiliales",0,0,0,0,0,0,2,0,"Veraison"
"136","procabacteriales",0,0,0,0,0,0,1,0,"Veraison"
